epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
72,0.6931,0.6901,"[2.41660363 4.72940915 0.2044564  2.10311793 1.12547461 0.37666718
 1.05644116 2.37461313 2.37056709 3.58898988 2.430463   4.50868858
 1.26703558 5.31400231 0.15566674 4.26773001 2.41850523 3.71383814
 0.76547279 1.04126002 4.82782747]",7.7107
73,0.693,0.709,"[2.41559449 4.7304467  0.20547395 2.10412436 1.12647748 0.37566159
 1.05746798 2.37561604 2.37157911 3.58999844 2.4294596  4.50969606
 1.26602269 5.31299963 0.15667175 4.26668605 2.41749971 3.71484319
 0.76442075 1.04025456 4.82682443]",7.6709
74,0.6932,0.6993,"[2.41463228 4.731312   0.20640793 2.10509813 1.12746579 0.37468384
 1.05834759 2.37660415 2.37252632 3.59096275 2.42847331 4.5106646
 1.26507509 5.31201041 0.15765092 4.265887   2.41652186 3.71582292
 0.76364025 1.03927739 4.82583669]",7.631
75,0.6932,0.6836,"[2.41364425 4.73226921 0.20738709 2.10608987 1.12846214 0.37369085
 1.05930819 2.37760043 2.37350971 3.59195141 2.4274776  4.51165468
 1.26409163 5.31101378 0.1586444  4.26495452 2.41552881 3.71681657
 0.762714   1.03828459 4.82484053]",7.5911
76,0.6931,0.7002,"[2.41266201 4.73320166 0.20835519 2.10707761 1.12945674 0.37270134
 1.06025008 2.37859493 2.37448544 3.59293463 2.42648398 4.51264008
 1.26311629 5.31001879 0.15963477 4.2640551  2.41453917 3.7178071
 0.76182671 1.0372952  4.82384623]",7.551
77,0.6931,0.696,"[2.41169502 4.73407369 0.20929445 2.10805466 1.13044659 0.3717212
 1.0611467  2.3795846  2.37544146 3.59390345 2.42549601 4.51361305
 1.26216209 5.30902825 0.16061685 4.26322913 2.41355871 3.71878925
 0.76102437 1.03631493 4.82285699]",7.511
78,0.6928,0.7155,"[2.41071755 4.73498686 0.2102531  2.109039   1.13143968 0.37073477
 1.06207602 2.38057756 2.37641155 3.59488215 2.42450421 4.51459462
 1.26119327 5.30803469 0.16160465 4.26234804 2.41257203 3.71977708
 0.76015947 1.0353284  4.82186433]",7.471
79,0.693,0.6684,"[2.41172049 4.73398124 0.20924901 2.10803699 1.1304388  0.37173643
 1.06106615 2.37957665 2.37540744 3.59387932 2.42550524 4.51359216
 1.26219713 5.3090355  0.16060304 4.26336421 2.41357367 3.71877558
 0.76117527 1.03633019 4.82286525]",7.5111
80,0.6931,0.6865,"[2.41270366 4.73305951 0.2082832  2.10704877 1.12944396 0.372726
 1.06011764 2.37858191 2.37442886 3.59289512 2.42649904 4.51260569
 1.26317339 5.31003064 0.15961206 4.26427556 2.41456352 3.71778485
 0.76206694 1.03732029 4.82385971]",7.5511
81,0.6931,0.703,"[2.41170891 4.73404216 0.20927458 2.10804519 1.1304424  0.37172899
 1.06109927 2.37958031 2.37542144 3.59389013 2.42550087 4.51360133
 1.26218056 5.30903208 0.16060922 4.26330804 2.41356649 3.71878214
 0.76110192 1.03632344 4.82286135]",7.5111
