epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
148,0.6932,0.6985,"[3.80410744 4.55436751 0.30741804 2.12020561 0.61598009 0.28243073
 0.86411208 1.86494653 2.18720232]",0.3695
149,0.693,0.714,"[3.80531596 4.55548934 0.3089049  2.12188324 0.61427273 0.28393681
 0.86340563 1.86332354 2.18545126]",0.3684
150,0.6931,0.7204,"[3.81110729 4.55293961 0.30658712 2.11967694 0.61645963 0.28162799
 0.86616795 1.86555959 2.18760751]",0.3696
151,0.6931,0.6919,"[3.81251283 4.5526864  0.30644461 2.11958878 0.61653939 0.28149263
 0.86655081 1.86566379 2.18767555]",0.3696
152,0.6932,0.6825,"[3.81556442 4.55430143 0.30822646 2.12145339 0.61466188 0.28328508
 0.86512813 1.86382309 2.18577953]",0.3681
153,0.6931,0.6829,"[3.81729974 4.5523718  0.30626796 2.11947643 0.61664106 0.28132229
 0.86698688 1.86579502 2.18776182]",0.3694
154,0.6931,0.7104,"[3.82182634 4.54856464 0.30237449 2.11553765 0.62058594 0.27741954
 0.87062673 1.86972124 2.19171518]",0.3721
155,0.6932,0.6643,"[3.83261772 4.54864056 0.30241435 2.11555818 0.62056761 0.27745364
 0.8704504  1.86969546 2.19169964]",0.3712
156,0.6931,0.7209,"[3.83993222 4.552613   0.306401   2.11954783 0.6165769  0.28144035
 0.86647281 1.86570678 2.18770738]",0.3675
157,0.6932,0.6988,"[3.84530186 4.55430433 0.3081607  2.12137459 0.6147375  0.28321523
 0.86477496 1.86390432 2.18585156]",0.366
158,0.6932,0.7049,"[3.84463066 4.55185828 0.30590773 2.11922667 0.61687065 0.28099222
 0.86757576 1.86608497 2.18796729]",0.3677
159,0.693,0.6837,"[3.84848583 4.55201286 0.3060048  2.11928343 0.6168193  0.28107662
 0.86730189 1.86601582 2.1879224 ]",0.3674
160,0.6932,0.703,"[3.85543792 4.55221759 0.30603012 2.11919308 0.61692643 0.28106865
 0.86682936 1.86607223 2.18805147]",0.367
161,0.693,0.7267,"[3.8615539  4.55614492 0.30999309 2.12317048 0.61294664 0.28503564
 0.86295181 1.86209947 2.18406883]",0.364
162,0.6932,0.7142,"[3.863071   4.55028985 0.30406855 2.11720567 0.61891567 0.27909474
 0.86856975 1.86805203 2.19004148]",0.368
